Label	EntryID	Published	Tweet(Title)	FavouriteCount	Geo	Source	AuthorName	AuthorURL	Language	Retweets	Timezone(blank)	UserListed	UserFollowers	UserTweets	UserFollowing
Rishi Sunak	1591198771303845889	2022-11-11T22:38:44.000Z	@Torydemocrats @BWallaceMP Also its getting reasonably close to the Christmas recess.....I would bet real money, even if Ben Wallace resigns Rishi Sunak will still be PM at Christmas	0		Twitter Web App	Darrell Goodliffe	DarrellGoodlif2	en	0		0	0	0	0
Rishi Sunak	1591198748038041601	2022-11-11T22:38:39.000Z	RT @GOV2UK: The U.K Prime Minister's Father-in-Law is still operating his company Infosys in Russia, 8 months after Russia invaded Ukraine.…	0		Twitter for iPhone	peeBee	PeeBee_Proton	en	392		0	0	0	0
Rishi Sunak	1591198742761590784	2022-11-11T22:38:37.000Z	RT @WritesBright: Who has Rishi Sunak appointed as his business and energy advisor?  Oh, just a chap who spent seven years working for Cent…	0		Twitter for Android	Mark💙🇪🇺🇬🇧🇺🇦 #FBPE	m_holman	en	262		0	0	0	0
Rishi Sunak	1591198739049648128	2022-11-11T22:38:37.000Z	RT @Secret_lake: Rishi Sunak handed EU fix to solve the Brexit hated bill https://t.co/iSeKzBvzBt HEADLINE SHOULD READ SUNAK MAY SELL OUT T…	0		Twitter for iPhone	Paul 🇬🇧	cartwrightpg	en	348		0	0	0	0
Rishi Sunak	1591198705276911617	2022-11-11T22:38:29.000Z	Honestly, this is exactly what I thought Labour would do, but the #SunskTaxGrab is horrifying. I have had it with this leftie @Conservatives husk --- Sunak’s stealth tax grab is about to take a sinister turn https://t.co/5nMIV8Cwrt	1		Twitter for iPhone	RugbyMad	Brit_heritageSE	en	0		0	0	0	0
Rishi Sunak	1591198659340894208	2022-11-11T22:38:18.000Z	RT @timmyvoe: This is a serious question that needs to be answered by those that made Rishi Sunak Prime Minister  What can Rishi Sunak and…	0		Twitter for iPhone	Yvette Henson🗽	YvetteHenson	en	46		0	0	0	0
Rishi Sunak	1591198652403425281	2022-11-11T22:38:16.000Z	If this is true it is crossing red line. Who would blame Ben Wallace if he resigned? It is another reason for Conservative party members to cancel their membership.  https://t.co/x1yj9sTN8O	0		Twitter for iPhone	Winner Post	wiinningpost	en	0		0	0	0	0
Rishi Sunak	1591198631868403714	2022-11-11T22:38:11.000Z	@SteveReedMP First Cruella Braverman, then Gavin Williamson and now Dominic Raab.. Rishi Sunak’s handpicked cabinet makes it clear that Sunak is proving to be as bad as Liz Truss.	0		Twitter for iPhone	The Political Rants	vinod_d007	en	0		0	0	0	0
Rishi Sunak	1591198561844498432	2022-11-11T22:37:54.000Z	RT @NewStatesman: Britain is moving further away from the ideal of a transparent and fair democracy, writes @annettedittert. https://t.co/e…	0		Twitter Web App	Shama	ShamaAh88661370	en	126		0	0	0	0
Rishi Sunak	1591198526075473923	2022-11-11T22:37:46.000Z	RT @TheCentreLefty: Rishi Sunak condemning bullying when Dominic Raab is sat next to him mouthing "wanker" at Keir Starmer is another examp…	0		Twitter for iPad	paul lascelles	paullascelles3	en	3474		0	0	0	0
Rishi Sunak	1591198462934417408	2022-11-11T22:37:31.000Z	RT @CromwellStuff: Imagine a bank manager, he opens his doors up and says “anyone not from these fair islands come and have some help, mone…	0		Twitter for iPhone	JNBUK	jnb_uk	en	160		0	0	0	0
Rishi Sunak	1591198458668802049	2022-11-11T22:37:30.000Z	RT @GBNEWS: BREAKING: Rishi Sunak says nurses pay rise 'clearly not affordable' https://t.co/6LvJ03Hg7c	0		Twitter for iPhone	Thefatgirl	Thefatgirl5	en	307		0	0	0	0
Rishi Sunak	1591198311469715456	2022-11-11T22:36:55.000Z	RT @jane798m: Betraying our country isn’t treason anymore - it’s policy https://t.co/WCUvSs0W8C "They took the European Constitution Pig, p…	0		Twitter for iPhone	Deborah	Deborah93259422	en	3		0	0	0	0
Rishi Sunak	1591198218280636417	2022-11-11T22:36:32.000Z	Rishi Sunak welcomes King Abdullah of Jordan to No 10 #SyriaNews #Syrian #WorldNews [Video] https://t.co/QwbBCQFbDO	0		dlvr.it	Kira Papadopoulos	PapadopoulosMNV	en	0		0	0	0	0
Rishi Sunak	1591198208969289728	2022-11-11T22:36:30.000Z	RT @Jacob_Rees_Mogg: I hope this is kite flying, income tax rises will make any recession worse as well as breaking a manifesto commitment.…	0		Twitter Web App	Adeola	Taofeek_Adeola	en	526		0	0	0	0
Rishi Sunak	1591198132880097283	2022-11-11T22:36:12.000Z	An interesting BBC News article, aiming to drive a wedge between conservationists. Meanwhile, Rishi Sunak intends to curb Extinction Rebellion @ExtinctionR, but not Extinction itself. We will very soon need science to take the helm, rather than politics. https://t.co/BjMYbeApVb	0		Twitter Web App	Richard Norfolk	Richard_Norfolk	en	0		0	0	0	0
Rishi Sunak	1591198106477285376	2022-11-11T22:36:06.000Z	RT @SteveSayersOne: We will hold referendum come what may, ⁦@ScotGovFM⁩ tells @RishiSunak as she asks 4 more money. She said relations betw…	0		Twitter for Android	Derek Knowles.	surly958	en	110		0	0	0	0
Rishi Sunak	1591198084314566657	2022-11-11T22:36:00.000Z	RT @AhoFrank: – “Mr Starmer, why did you expel Jeremy Corbyn, your predecessor under whom you served as shadow Brexit secretary?” – ”Becaus…	0		Twitter for iPhone	We are the Opposition ✊#GrassrootsVoice	OppositionWe	en	7		0	0	0	0
Rishi Sunak	1591198052358172672	2022-11-11T22:35:53.000Z	RT @IndyVoices: "No one wants childcare ratios to be increased… so why is it even on the table?" @LaurenFabianski from @PregnantScrewed has…	0		Twitter for iPhone	Caroline McCarron ☘️	carolinemccarro	en	6		0	0	0	0
Rishi Sunak	1591198024847732738	2022-11-11T22:35:46.000Z	RT @statsjamie: 🚨 | 43% of world Co2 emissions come from China, India and Russia.  None of their presidents are at #COP27  Yet there was up…	0		Twitter Web App	C3H Editor	C3Heditor	en	521		0	0	0	0
Rishi Sunak	1591198006153560064	2022-11-11T22:35:42.000Z	@FisherAndrew79 Rishi Sunak attacks, it must be as scary as being attacked by a one day old kitten.	0		Twitter for iPhone	snookcocker	snookcocker	en	0		0	0	0	0
Rishi Sunak	1591197971076780032	2022-11-11T22:35:33.000Z	RT @RrandomBlogg: Rishi Sunak elected as UK's New PM.  #RishiSunakPM #UnitedKingdom #RishiSunak https://t.co/fvV4HPI918	0		Twitter for Android	RrandomBlogg	RrandomBlogg	en	2		0	0	0	0
Rishi Sunak	1591197949488414720	2022-11-11T22:35:28.000Z	RT @Normanjam671: Instead of expelling Jeremy Corbyn to stop Rishi Sunak's attacks, Sir Keir Starmer could try backing him instead of being…	0		Twitter for iPhone	Huw Jarce💙 #VoteSocialist #FreeAssange #BDS	cb1bc	en	26		0	0	0	0
Rishi Sunak	1591197932182597635	2022-11-11T22:35:24.000Z	RT @VoteLeaveCroy: “Nigel Farage could become the “ultimate headache” for Rishi Sunak’s Tories if he returns to frontline politics and lead…	0		Twitter for Android	Peter Clark	Peter_Clark8	en	84		0	0	0	0
Rishi Sunak	1591197887740129280	2022-11-11T22:35:14.000Z	Rishi Sunak considers ‘growth visas’ to bring in skilled workers https://t.co/2Y6r0vrZDv	0		Twitter for Android	Glotee Legal Limited	GloteeLimited	en	0		0	0	0	0
Rishi Sunak	1591197707955499008	2022-11-11T22:34:31.000Z	RT @somersetchris: @campbellclaret You cannot make it up. Rishi Sunak's wife gets £7million from Infosys who are still making blood money d…	0		Twitter for Android	jonathan cooke	JcmgtJonathan	en	6		0	0	0	0
Rishi Sunak	1591197526375665665	2022-11-11T22:33:47.000Z	RT @timespolitics: Sir Keir Starmer has been urged by his shadow cabinet to expel Jeremy Corbyn from Labour permanently as Rishi Sunak repe…	0		Twitter for Android	🌹 Tunji Gbadamosi	TunjiGbadamosi	en	2		0	0	0	0
Rishi Sunak	1591197453180866560	2022-11-11T22:33:30.000Z	RT @PixieSteven: Did UNelected Pm Sunak mislead the house today? He said he had no prior knowledge! Seems he did… https://t.co/QevuK7icCG	0		Twitter for Android	Cheryl Reed	scraggy1366	en	79		0	0	0	0
Rishi Sunak	1591197033217785858	2022-11-11T22:31:50.000Z	RT @Justice_forum: As if there aren't enough foreigners in our country, Rishi Sunak wants to issue ‘growth visas’ to bring in foreign skill…	0		Twitter for iPad	Lisa3126	Lisa3126Lisa	en	85		0	0	0	0
Rishi Sunak	1591197033180073985	2022-11-11T22:31:50.000Z	RT @Daniel_Grigg: Keir Starmer's reaction to Rishi Sunak attacking Jeremy Corbyn is to attack Corbyn even more.   And you accuse the left o…	0		Twitter Web App	Malcolm Tedd	liveatleeds70	en	71		0	0	0	0
Rishi Sunak	1591197014788046848	2022-11-11T22:31:45.000Z	RT @boblister_poole: Sunak faces Tory MP anger over tax hikes lengthening recession https://t.co/wYmzTVUuoc	0		Twitter for iPhone	Karan Le May	KaranLeMay1	en	6		0	0	0	0
Rishi Sunak	1591196982726778880	2022-11-11T22:31:38.000Z	RT @politicshome: 🤐 Rishi Sunak was informed of a "bullying and misogyny" complaint about Gavin Williamson before he appointed him to cabin…	0		Twitter for Android	Vincent Cantrill #FBPE	VincentCantrill	en	163		0	0	0	0
Rishi Sunak	1591196879806922752	2022-11-11T22:31:13.000Z	RT @A_Soft_Soul: It’s on this Govt and it’s only November - this is tragic and shameful Rishi Sunak - how many more deaths before you invok…	0		Twitter for iPhone	S Harr	SHarr73146294	en	1		0	0	0	0
Rishi Sunak	1591196834135150592	2022-11-11T22:31:02.000Z	RT @hzeffman: EXCL: Keir Starmer is being urged by his allies to find a way to expel Jeremy Corbyn from Labour to combat Rishi Sunak’s atta…	0		Twitter for iPad	Lynn Leigh	oldstinkyone	en	65		0	0	0	0
Rishi Sunak	1591196821657104384	2022-11-11T22:30:59.000Z	RT @NileGardiner: Boris Johnson says Britain should not pay climate reparations. Well said @BorisJohnson   The idea of climate reparations…	0		Twitter Web App	Coconut-Girl	Coconutinbahama	en	192		0	0	0	0
Rishi Sunak	1591196782435790848	2022-11-11T22:30:50.000Z	Blow to vulnerable states as Rishi Sunak shuns calls for climate reparations - The Independent https://t.co/5S1nkpYQMh	1		Twitter for iPad	Lorraine, Disabled,Wife,Mother,Grandma	lorraine_teuten	en	0		0	0	0	0
Rishi Sunak	1591196740728008705	2022-11-11T22:30:40.000Z	RT @Paul_Kearns01: @DCBMEP Voter fraud? Are you having a laugh?  Liz Truss put into Downing Street by just 0.004% of the electorate  Rishi…	0		Twitter for iPhone	Proud2Bwoke	4_the_many	en	13		0	0	0	0
Rishi Sunak	1591196726760988673	2022-11-11T22:30:37.000Z	Lol @RishiSunak where are skilled people going to work in the UK? Wetherspoons? https://t.co/TsnzSgGwoK	0		Twitter Web App	Aashirwad	AashViswanathan	en	0		0	0	0	0
Rishi Sunak	1591196531939418113	2022-11-11T22:29:50.000Z	Absolutely deplorable behaviour from the Justice Secretary.  This must be investigated immediately.  Terrible judgement from Rishi Sunak on reappointing Raab to high office. https://t.co/eu06uoaEKW	5		Twitter for iPhone	Afzal Khan MP	Afzal4Gorton	en	3		0	0	0	0
Rishi Sunak	1591196522397700096	2022-11-11T22:29:48.000Z	RT @EuropeanPowell: Will Rishi Sunak allow Raab to proceed with the reforms he has been trying to implement throughout his political career…	0		Twitter for iPhone	Tricia Mayne 💙 BLM 🕷#FBPE 🇪🇺#FBPA	triciamayne	en	39		0	0	0	0
Rishi Sunak	1591196521261068288	2022-11-11T22:29:48.000Z	RT @PoliticsPollss: Rishi Sunak has said pay demands from unions representing nurses are “not affordable,” as the threat of strike action t…	0		Twitter for Android	Joseph Reynolds	JosephR1201	en	101		0	0	0	0
Rishi Sunak	1591196469847105542	2022-11-11T22:29:36.000Z	Rishi Sunak is super rich – how can he relate to anyone who can’t afford fruit for their kids, £9.35 for a prescription, or a tank of petrol to get to work?  . I live in an affluent area, but I have a secret I can’t tell my neighbours: I don’t know how ..  https://t.co/nUbeuy5yIX	0		Twitter for Android	Flourish gratitude	song_title	en	0		0	0	0	0
Rishi Sunak	1591196321763192833	2022-11-11T22:29:00.000Z	RT @boblister_poole: Sunak issued triple lock warning as Tory voters set to abandon party https://t.co/tWzb6Y8Yc2	0		Twitter for iPhone	Karan Le May	KaranLeMay1	en	18		0	0	0	0
Rishi Sunak	1591196316377395200	2022-11-11T22:28:59.000Z	@imacelebrity @_OwenWarner @MattHancock @MillionaireUK Dammm Matt be getting More votes than Rishi Sunak and Liz truss combined	0		Twitter for iPhone	waffle	TheConfusedwaf1	en	0		0	0	0	0
Rishi Sunak	1591196258168971269	2022-11-11T22:28:45.000Z	Someone pls explain how Great Ayton is more connected to Richmond &amp; Northallerton than Bedale?! Absolute joke! Don’t remember any kids from GA at school with me in Richmond or playing football with my daughter there! @RishiSunak we don’t want to loose you! https://t.co/KI4leYiUfv	0		Twitter for iPhone	MrsRB	RachelBilham	en	0		0	0	0	0
Rishi Sunak	1591196215290761216	2022-11-11T22:28:35.000Z	Daily Record: Nicola Sturgeon warns Rishi Sunak she will press forward with Scottish independence referendum plan. https://t.co/4JXGdbDAWw  via @GoogleNews	0		Twitter for Android	HEM News Agency	halfeatenmind	en	0		0	0	0	0
Rishi Sunak	1591196103747469312	2022-11-11T22:28:08.000Z	Daily Record: Nicola Sturgeon and Rishi Sunak meet for the first time since he became Prime Minister. https://t.co/08arfc4YQ3  via @GoogleNews	0		Twitter for Android	HEM News Agency	halfeatenmind	en	0		0	0	0	0
Rishi Sunak	1591196082356523008	2022-11-11T22:28:03.000Z	Rishi Sunak and Jeremy Hunt meeting today to ‘finalise’ Budget as Chancellor hits out at Liz Truss’ mistakes https://t.co/sdCQyG28Sh	0		WordPress.com	META News	Meta_News_ML	en	0		0	0	0	0
Rishi Sunak	1591196052266180608	2022-11-11T22:27:56.000Z	RT @Cyclesanremo: Rishi Sunak, with all this Dominic Raab kerfuffle don't forget to switch the lights off when you leave the office. The ne…	0		Twitter for Android	King JC❤️📺🇬🇧🇪🇺🇫🇷 tosseur, flâneur, lover 💎	jclanoe	en	4		0	0	0	0
Rishi Sunak	1591196035824914433	2022-11-11T22:27:52.000Z	The Scotsman: Scottish independence: Exchanges from 'constructive' meeting between Nicola Sturgeon and Rishi Sunak revealed. https://t.co/oe4aOJ0gyF  via @GoogleNews	0		Twitter for Android	HEM News Agency	halfeatenmind	en	0		0	0	0	0
Rishi Sunak	1591196034717618178	2022-11-11T22:27:52.000Z	RT @GeorgeAylett: Escalating a civil war within the party, as well as treating a good and decent man with utter contempt, just to attempt t…	0		Twitter for Android	Sulky Angelika #PoliticallyHomeless.	kazpower2001	en	19		0	0	0	0
Rishi Sunak	1591196028467912709	2022-11-11T22:27:50.000Z	Rishi Sunak and Jeremy Hunt meeting today to ‘finalise’ Budget as Chancellor hits out at Liz Truss’ mistakes https://t.co/hm8aSmnJ2L	0		WordPress.com	Satori Rotasik	Satori_Rotasik	en	0		0	0	0	0
Rishi Sunak	1591196026328997888	2022-11-11T22:27:50.000Z	Rishi Sunak and Jeremy Hunt meeting today to ‘finalise’ Budget as Chancellor hits out at Liz Truss’ mistakes https://t.co/pHVsli19zF	0		WordPress.com	Operati Rotasi	OperatiRotasi	en	0		0	0	0	0
Rishi Sunak	1591195884767039489	2022-11-11T22:27:16.000Z	RT @heraldscotland: The FM uses the first face-to-face meeting to call for a independence referendum.  https://t.co/pgioWVKZ2p	0		Twitter for iPhone	Anonymous truth	Anyone30093311	en	15		0	0	0	0
Rishi Sunak	1591195701111066624	2022-11-11T22:26:32.000Z	RT @NicoletteSussex: Are they not neighbours in Malibu, California?  Rishi Sunak welcomes King Abdullah of Jordan to No 10 https://t.co/uyI…	0		Twitter Web App	Gary Morga	Gary_Morga	en	0		0	0	0	0
Rishi Sunak	1591195625575501825	2022-11-11T22:26:14.000Z	RT @AngelaRayner: Rishi Sunak’s wife is earning tens of millions from her shares in a company still operating from Moscow.  His tough talk…	0		Twitter for iPhone	Kathy Cool #FBPE #FBPPR #FBPA	kathy_c00l	en	8889		0	0	0	0
Rishi Sunak	1591195442473467904	2022-11-11T22:25:31.000Z	It’s just a last desperate line of attack by Prime Minister Rishi Sunak mentioning Jeremy Corbyn. https://t.co/mz8MDkQHFF	0		Twitter for iPhone	John John Adamec🏳️‍🌈 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇮🇱🇦🇷	Waterboy6547	en	0		0	0	0	0
Rishi Sunak	1591195233207083008	2022-11-11T22:24:41.000Z	@SuellaBraverman @Vbiruta Dear Suella, there's a much better and kinder solution to this. If you quickly process their application, 76% will immediately enter the much-needed UK labour force. With the money being paid to Rwanda, you might as well send them all to stay at Rishi Sunak's boarding school.	0		Twitter Web App	Rabin Pratap Singh	rabinpsingh	en	0		0	0	0	0
Rishi Sunak	1591195124910141440	2022-11-11T22:24:15.000Z	RT @CarolineLucas: If Rishi Sunak wants to ensure the "security and prosperity of our country	0		Twitter for Android	Michael M	Michael78900424	en	1946		0	0	0	0
Rishi Sunak	1591194928503091200	2022-11-11T22:23:28.000Z	RT @Number10cat: To answer some of your questions: - No I’m not “Rishi Sunak’s cat” - I live here permanently, politicians are temporary re…	0		Twitter for iPhone	🐟 john owen 💙	John_Owen_	en	7638		0	0	0	0
Rishi Sunak	1591194890989625344	2022-11-11T22:23:19.000Z	RT @ChrisPDuck: @frogyuk #GeneralElectionNow  #ToriesOut127    #NonDom  #DominicRaab    #Backstabbing #Lying @RishiSunak Ignored 3.8 Millio…	0		Twitter for Android	FrogyUK🍀🐾🐟🌻💚🇪🇺💙😷	frogyuk	en	1		0	0	0	0
Rishi Sunak	1591194856868585473	2022-11-11T22:23:11.000Z	RT @JonathanPieNews: Elon Musk appears to be running Twitter as efficiently as Liz Truss, Rishi Sunak, and Boris Johnson combined.	0		Twitter for iPhone	Heiko Linke	hlinke	en	125		0	0	0	0
Rishi Sunak	1591194748341002240	2022-11-11T22:22:45.000Z	RT @NadineDorries: Given everything Hunt said when chair of ⁦@DHSCgovuk⁩ select committee, I’m v surprised.  It would cost £1b in 23/24 for…	0		Twitter for iPad	Zoe Keller	KellerZoe	en	23		0	0	0	0
Rishi Sunak	1591194697216970752	2022-11-11T22:22:33.000Z	RT @lathamphil1: @Jacob_Rees_Mogg Not going to happen under Rishi Sunak.  The man nobody voted for.  You need to start getting those letter…	0		Twitter for Android	Boo (Booiegirl) 🇬🇧🇬🇧🇬🇧	booie_girl	en	12		0	0	0	0
Rishi Sunak	1591194652883185665	2022-11-11T22:22:22.000Z	So being called a Brit is Racist? Sunak told to apologise to Japan's PM after ex-minister's 'slur' sparks diplomatic row  https://t.co/OhuWjRJNgi  Sent via @updayUK	0		Twitter for Android	David Edwards 🇬🇧	NorthBank65	en	0		0	0	0	0
